,time,temperature,rho,dRho,std_dRho
0,0.0,300.0,1.0,7.367378294999834e-05,0.0001
1,220.0,311.0,0.9999995239500277,-4.333923644584856e-05,0.0001
2,440.0,322.0,0.9999982872558335,-6.455262552876454e-05,0.0001
3,660.0,333.0,0.9999951998091551,-7.604164120423355e-05,0.0001
4,880.0,344.0,0.9999881185648442,1.404439838527216e-05,0.0001
5,1100.0,355.0,0.9999723027336628,-4.4660391875866476e-05,0.0001
6,1320.0,366.0,0.9999391101179893,9.771743834385091e-05,0.0001
7,1540.0,377.0,0.9998722775700509,8.956385170877276e-05,0.0001
8,1760.0,388.0,0.9997430774731032,-7.23417190244818e-05,0.0001
9,1980.0,399.0,0.9995025781647595,2.910493599344823e-05,0.0001
10,2200.0,410.0,0.9990705651787163,-5.1485034587419455e-05,0.0001
11,2420.0,421.0,0.9983206714868145,2.792191995144417e-05,0.0001
12,2640.0,432.0,0.9970620983904328,0.00023343427639739437,0.0001
13,2860.0,443.0,0.99502136115025,0.0001472534683150911,0.0001
14,3080.0,454.0,0.9918316189171696,0.0003578670331203362,0.0001
15,3300.0,465.0,0.9870434651726784,0.0006446587171598439,0.0001
16,3520.0,476.0,0.9801771562051012,0.0007100795855300791,0.0001
17,3740.0,487.0,0.9708302029229935,0.0009657346149137975,0.0001
18,3960.0,498.0,0.9588269362281375,0.0011459200827962815,0.0001
19,4180.0,509.0,0.9443524287618471,0.0014665295769234748,0.0001
20,4400.0,520.0,0.9279860637692541,0.0016295934908329454,0.0001
21,4620.0,531.0,0.9105883680388115,0.001715647604158021,0.0001
22,4840.0,542.0,0.8930895445518321,0.001626899823472056,0.0001
23,5060.0,553.0,0.8762863268199531,0.0013818880040567872,0.0001
24,5280.0,564.0,0.8607304017390788,0.0014030437726051275,0.0001
25,5500.0,575.0,0.8467154736778896,0.0010013237665335115,0.0001
26,5720.0,586.0,0.8343276110641191,0.0010408628617908486,0.0001
27,5940.0,597.0,0.8235135691327039,0.0009902003519440866,0.0001
28,6160.0,608.0,0.814138775509715,0.0008142247700677354,0.0001
29,6380.0,619.0,0.8060296155866321,0.0010303084097207965,0.0001
30,6600.0,630.0,0.7989960740792929,0.0007429355148671289,0.0001
31,6820.0,641.0,0.7928406381920017,0.0005267081832170986,0.0001
32,7040.0,652.0,0.7873566537343321,0.0006276085363398655,0.0001
33,7260.0,663.0,0.7823182497240304,0.00024363006133517725,0.0001
34,7480.0,674.0,0.7774641082583345,0.0005591655729962465,0.0001
35,7700.0,685.0,0.7724783144904352,0.0004789767854716608,0.0001
36,7920.0,696.0,0.7669747058373347,0.0005773733499011307,0.0001
37,8140.0,707.0,0.7604979355342356,0.0006331975916228146,0.0001
38,8360.0,718.0,0.7525626397565023,0.0007678627007742437,0.0001
39,8580.0,729.0,0.7427487961370827,0.0007320947417037909,0.0001
40,8800.0,740.0,0.7308495137009097,0.0012911862468226274,0.0001
41,9020.0,751.0,0.717013193115516,0.0013205951837505123,0.0001
42,9240.0,762.0,0.7017809039871702,0.0015004871120244394,0.0001
43,9460.0,773.0,0.6859651143277187,0.0013374244489200316,0.0001
44,9680.0,784.0,0.6704201668622229,0.0014960058990078611,0.0001
45,9900.0,795.0,0.6558359656725457,0.0014743772030578438,0.0001
46,10120.0,806.0,0.6426422421279351,0.0011463453947532054,0.0001
47,10340.0,817.0,0.6310188312588173,0.0010459539195048157,0.0001
48,10560.0,828.0,0.6209633291845222,0.000944268039369483,0.0001
49,10780.0,839.0,0.6123647397870613,0.0007472487905495948,0.0001
50,11000.0,850.0,0.6050619942627713,0.0006223344773218104,0.0001
51,11220.0,861.0,0.5988808185605052,0.000566284942451102,0.0001
52,11440.0,872.0,0.5936547213531087,0.0004407300142474324,0.0001
53,11660.0,883.0,0.5892319990309094,0.00048232379496683595,0.0001
54,11880.0,894.0,0.5854857145711302,0.00046749102023071023,0.0001
55,12100.0,905.0,0.5823012740839917,0.00046854286998380154,0.0001
56,12320.0,916.0,0.5795895163639124,0.00019926344141319802,0.0001
57,12540.0,927.0,0.5772717882013039,0.00025162082178631335,0.0001
58,12760.0,938.0,0.5752840675766984,4.5373439576913905e-05,0.0001
59,12980.0,949.0,0.5735747316810971,0.00015195647685383901,0.0001
60,13200.0,960.0,0.5720982986052011,6.555739120249628e-05,0.0001
61,13420.0,971.0,0.5708199568647535,0.00017073856018341417,0.0001
62,13640.0,982.0,0.5697087999576302,0.00020047855010714286,0.0001
63,13860.0,993.0,0.5687396491882053,2.809234727990713e-06,0.0001
