,time,temperature,rho,dRho,std_dRho
0,0.0,300.0,1.0,1.2985241747353669e-05,1e-05
1,108.19672131147543,311.0,0.9999999999999963,-1.986804168430222e-06,1e-05
2,216.39344262295086,322.0,0.9999999999363494,-1.6228452424274918e-05,1e-05
3,324.59016393442624,333.0,0.9999999999374051,7.003732038650824e-06,1e-05
4,432.7868852459017,344.0,0.9999999999800047,-1.7829314476189055e-05,1e-05
5,540.9836065573771,355.0,1.0000000000380864,-1.014633008022342e-05,1e-05
6,649.1803278688525,366.0,1.000000000085589,4.789028794357572e-06,1e-05
7,757.377049180328,377.0,1.0000000000964506,-1.0464621215382942e-05,1e-05
8,865.5737704918034,388.0,1.0000000000446096,-5.99265105934965e-06,1e-05
9,973.7704918032788,399.0,0.9999999999040043,-1.3129185495251692e-05,1e-05
10,1081.9672131147543,410.0,0.9999999996485731,-1.7831446732442992e-05,1e-05
11,1190.1639344262296,421.0,0.9999999991897079,-1.1359481226111906e-05,1e-05
12,1298.360655737705,432.0,0.9999999981376684,6.786671321294395e-06,1e-05
13,1406.5573770491806,443.0,0.999999995205198,-1.03070481043546e-05,1e-05
14,1514.754098360656,454.0,0.9999999911606058,-1.5492233314571337e-06,1e-05
15,1622.9508196721313,465.0,0.9999999811224509,1.4629704575437388e-05,1e-05
16,1731.1475409836069,476.0,0.9999999598878238,1.7080702797559155e-05,1e-05
17,1839.3442622950822,487.0,0.9999999154519846,5.268423757336915e-06,1e-05
18,1947.5409836065576,498.0,0.9999998481126926,-8.034195883558097e-06,1e-05
19,2055.737704918033,509.0,0.9999997141424306,-7.506137327673607e-06,1e-05
20,2163.9344262295085,520.0,0.9999994670559775,1.8371004018841262e-06,1e-05
21,2272.131147540984,531.0,0.9999990463029397,-2.776909023794451e-06,1e-05
22,2380.3278688524592,542.0,0.9999983290196158,9.255423237981912e-06,1e-05
23,2488.5245901639346,553.0,0.999997144850316,-7.564396774378828e-06,1e-05
24,2596.72131147541,564.0,0.9999952047889454,-5.233161310085418e-06,1e-05
25,2704.9180327868858,575.0,0.9999921122329686,1.8836611251273673e-06,1e-05
26,2813.114754098361,586.0,0.9999872444416236,-6.751294461101429e-06,1e-05
27,2921.3114754098365,597.0,0.9999797316337804,-6.818814874762645e-06,1e-05
28,3029.508196721312,608.0,0.9999683062132947,1.1767718117476975e-05,1e-05
29,3137.704918032787,619.0,0.9999512062279806,-1.0828137836541025e-05,1e-05
30,3245.9016393442625,630.0,0.9999259824790615,-7.132678619891642e-06,1e-05
31,3354.098360655738,641.0,0.9998892726628723,4.592389482086933e-06,1e-05
32,3462.2950819672137,652.0,0.999836572763704,4.767318255994593e-06,1e-05
33,3570.491803278689,663.0,0.9997619372972603,-3.132314489007442e-06,1e-05
34,3678.6885245901644,674.0,0.9996575268815374,1.0951620998651479e-05,1e-05
35,3786.88524590164,685.0,0.9995133473221121,1.4227497931795067e-05,1e-05
36,3895.081967213115,696.0,0.9993167838318948,4.475463779725311e-05,1e-05
37,4003.2786885245905,707.0,0.9990522895786791,4.6114907572443955e-05,1e-05
38,4111.475409836066,718.0,0.9987011844170731,2.4990614161208797e-05,1e-05
39,4219.672131147541,729.0,0.9982417152287703,4.947343152430229e-05,1e-05
40,4327.868852459017,740.0,0.9976495404997905,6.439325560394601e-05,1e-05
41,4436.065573770492,751.0,0.9968987737253509,7.739419899473457e-05,1e-05
42,4544.262295081968,762.0,0.9959639858805169,0.00010058512731075963,1e-05
43,4652.459016393444,773.0,0.994822714658876,0.00010754462386040581,1e-05
44,4760.6557377049185,784.0,0.9934590875846003,0.0001305116624338033,1e-05
45,4868.852459016394,795.0,0.9918675259565288,0.00014521568963797362,1e-05
46,4977.049180327869,806.0,0.9900562639562943,0.00016223860533275177,1e-05
47,5085.245901639345,817.0,0.988049439360676,0.00019154890994324127,1e-05
48,5193.44262295082,828.0,0.9858870279019839,0.0001945542980659535,1e-05
49,5301.639344262296,839.0,0.9836221379523444,0.00022013128032397962,1e-05
50,5409.8360655737715,850.0,0.9813158281569293,0.00022045922226685886,1e-05
51,5518.032786885246,861.0,0.9790305949345854,0.00022243978583651866,1e-05
52,5626.229508196722,872.0,0.9768238455688815,0.0002059210276808009,1e-05
53,5734.426229508197,883.0,0.9747428125315934,0.00020056157756855267,1e-05
54,5842.622950819673,894.0,0.9728215410067761,0.00017790745696304785,1e-05
55,5950.819672131148,905.0,0.971080440716971,0.00014489164826643656,1e-05
56,6059.016393442624,916.0,0.969527488080305,0.0001376131230266224,1e-05
57,6167.2131147540995,927.0,0.9681606711345422,0.0001230783767463366,1e-05
58,6275.409836065574,938.0,0.9669705768055453,9.096265569657443e-05,1e-05
59,6383.60655737705,949.0,0.9659432714278747,8.1553327251155e-05,1e-05
60,6491.803278688525,960.0,0.9650624229356658,8.392976016790665e-05,1e-05
61,6600.000000000001,971.0,0.9643109508178189,6.081050184029032e-05,1e-05
62,6708.196721311476,982.0,0.9636721564358516,5.260713385623898e-05,1e-05
63,6816.393442622952,993.0,0.9631304646589506,5.1064937780006763e-05,1e-05
64,6924.590163934427,1004.0,0.9626717963299927,4.176008010007494e-05,1e-05
65,7032.786885245902,1015.0,0.9622837295136987,4.542593786342402e-05,1e-05
66,7140.983606557378,1026.0,0.961955247692221,2.4967322082804465e-05,1e-05
67,7249.180327868853,1037.0,0.961677289357524,2.6378132000248867e-05,1e-05
68,7357.377049180329,1048.0,0.9614416819577466,1.9667205689119708e-05,1e-05
69,7465.573770491804,1059.0,0.9612418299346231,-2.0696784252500702e-07,1e-05
70,7573.77049180328,1070.0,0.9610720334368067,1.2844621189047093e-05,1e-05
71,7681.967213114755,1081.0,0.9609274800906733,1.9651211621159512e-05,1e-05
72,7790.16393442623,1092.0,0.9608042985795346,2.0113057732333856e-05,1e-05
73,7898.360655737706,1103.0,0.9606989676378507,3.4225669620400665e-05,1e-05
74,8006.557377049181,1114.0,0.9606088352379539,6.555504753384342e-06,1e-05
75,8114.754098360657,1125.0,0.9605315683628428,3.4727238818270196e-06,1e-05
76,8222.950819672133,1136.0,0.9604650732832993,2.030533737649996e-05,1e-05
77,8331.147540983608,1147.0,0.9604077982611932,-1.0901085878996032e-05,1e-05
78,8439.344262295082,1158.0,0.9603583914212259,1.979420870569545e-06,1e-05
79,8547.54098360656,1169.0,0.9603156289516486,1.5758419398883756e-05,1e-05
80,8655.737704918034,1180.0,0.9602785011934709,3.5313170288869133e-06,1e-05
81,8763.934426229509,1191.0,0.9602462822454682,1.611770495560337e-05,1e-05
82,8872.131147540984,1202.0,0.960218251752801,9.643223582358876e-06,1e-05
83,8980.32786885246,1213.0,0.9601937817240632,1.3634133936894765e-05,1e-05
84,9088.524590163935,1224.0,0.9601723504380856,9.428271517125164e-06,1e-05
85,9196.72131147541,1235.0,0.9601535960761541,-1.129689402614335e-05,1e-05
86,9304.918032786887,1246.0,0.9601371568195547,-5.423534571329775e-07,1e-05
87,9413.114754098362,1257.0,0.9601227118480752,1.8040246371863455e-05,1e-05
88,9521.311475409837,1268.0,0.9601099468199059,-6.918064892838021e-06,1e-05
89,9629.508196721312,1279.0,0.9600986639875614,5.535581685285579e-06,1e-05
90,9737.704918032789,1290.0,0.9600887007858844,1.9881944055303703e-05,1e-05
91,9845.901639344263,1301.0,0.9600798946497177,1.5824464830743547e-05,1e-05
92,9954.098360655738,1312.0,0.9600720830139038,-1.0896433867294692e-05,1e-05
93,10062.295081967215,1323.0,0.9600651436953554,-7.05597913495226e-06,1e-05
94,10170.49180327869,1334.0,0.9600589383539089,-2.1234646624023923e-06,1e-05
95,10278.688524590165,1345.0,0.9600533956992031,6.682415421285173e-06,1e-05
96,10386.88524590164,1356.0,0.9600484502325273,-1.3588197164141597e-06,1e-05
97,10495.081967213117,1367.0,0.9600440364551707,2.0277346939987382e-05,1e-05
98,10603.278688524591,1378.0,0.9600400888684223,4.6253205400592686e-06,1e-05
99,10711.475409836066,1389.0,0.9600365421202461,4.8271685732760814e-06,1e-05
100,10819.672131147543,1400.0,0.9600333488405292,-2.0741251075080162e-07,1e-05
