0.000000,0.000000
0.322263,0.108183
0.322263,0.108183
0.104771,0.216831
0.140790,0.123554
0.281088,0.314495
0.366104,0.305369
0.602800,0.396815
0.574810,0.469531
0.574810,0.469531
0.618090,0.503726
0.469611,0.577196
0.325869,0.430057
0.325869,0.430057
0.491088,0.626483
0.499048,0.574644
0.499048,0.574644
0.547304,0.639844
0.683517,0.941539
0.688462,1.020042
0.672086,1.017922
0.567063,0.903023
0.323811,0.871083
0.518724,0.974640
0.637456,1.112842
0.440311,0.812785
0.599364,0.835684
0.435727,0.691610
0.339825,0.594377
0.339825,0.594377
0.339825,0.594377
0.404617,0.566756
0.538450,0.243860
0.279107,0.512233
0.279107,0.512233
0.279993,0.559396
0.482241,0.524488
0.332726,0.452269
0.235223,0.266353
0.184169,0.258972
0.180560,0.258613
0.361221,0.249148
0.242230,0.042481
0.116826,0.029525
0.174802,0.129857
0.094635,0.073974
0.222618,0.313120
0.059061,0.217182
0.059061,0.217182
0.207229,0.497817
0.240402,0.418516
0.254855,0.089806
0.254855,0.089806
0.543464,0.359216
0.213712,0.394646
0.207103,0.031273
0.207103,0.031273
0.207103,0.031273
0.308267,-0.021384
0.308267,-0.021384
0.308267,-0.021384
0.305891,0.051604
0.299776,0.193997
0.299776,0.193997
0.339612,0.116066
-0.032881,0.005463
0.001849,0.140127
-0.294820,-0.157009
-0.294820,-0.157009
-0.162583,-0.221593
-0.391160,-0.131214
-0.137434,-0.331501
-0.215431,-0.176303
-0.181107,-0.103352
-0.181107,-0.103352
-0.181107,-0.103352
-0.287521,-0.072855
-0.454819,-0.238235
-0.454819,-0.238235
-0.454819,-0.238235
-0.152981,-0.321381
-0.547844,-0.438535
-0.518862,-0.525018
-0.518862,-0.525018
-0.459969,-0.241771
-0.071003,-0.212831
-0.071003,-0.212831
-0.071003,-0.212831
-0.071003,-0.212831
-0.071003,-0.212831
-0.032617,-0.204363
-0.237343,-0.252224
-0.237343,-0.252224
-0.237343,-0.252224
-0.237343,-0.252224
-0.237343,-0.252224
